"Hotels","Hotel ID","City","URL"
"Morgana","9434483","Sierras del Mar","https://www.booking.com/hotel/uy/morgana.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Morro del Tesoro","3054357","El Tesoro","https://www.booking.com/hotel/uy/morro-del-tesoro.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Morro del Tesoro II","3955703","El Tesoro","https://www.booking.com/hotel/uy/morro-del-tesoro-ii.en.html?aid=2410095&no_rooms=1&group_adults=2"
"MoVida Piria","10333884","Piriápolis","https://www.booking.com/hotel/uy/si-te-gusta-te-la-vendo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Mozitas 33","7631015","Barra de Chuy","https://www.booking.com/hotel/uy/las-mozitas-4.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Muelles del Diablo Tranquilo","6994115","Punta del Diablo","https://www.booking.com/hotel/uy/muelles-del-diablo-tranquilo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Munaywasy","8067215","Playa Grande","https://www.booking.com/hotel/uy/munaywasy.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Munaywasy monoambiente para dos","4559194","Piriápolis","https://www.booking.com/hotel/uy/mono-ambiente.en.html?aid=2410095&no_rooms=1&group_adults=2"
"MUNDAKA","10964180","La Paloma","https://www.booking.com/hotel/uy/mundaka-la-paloma.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Mundaka Hostel y Bar","1171227","La Barra","https://www.booking.com/hotel/uy/mundaka.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Mundo Zully","9000077","Punta del Diablo","https://www.booking.com/hotel/uy/mundo-zully-punta-del-diablo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Munich","11396339","Punta del Este","https://www.booking.com/hotel/uy/munich.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Murgala","11315305","Punta del Diablo","https://www.booking.com/hotel/uy/murgala-punta-del-diablo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"MURTI frente arroyo Pando","9494517","Neptunia","https://www.booking.com/hotel/uy/murti.en.html?aid=2410095&no_rooms=1&group_adults=2"
"my bus","11000742","Punta del Diablo","https://www.booking.com/hotel/uy/my-bus.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Mykonos Carmelo","884790","Carmelo","https://www.booking.com/hotel/uy/mykonos-carmelo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Mykonos Centro Apartamento","9613578","Carmelo","https://www.booking.com/hotel/uy/mykonos-centro-apartamento.en.html?aid=2410095&no_rooms=1&group_adults=2"
"MZion","3843425","Punta negra, Piriápolis","https://www.booking.com/hotel/uy/mzion.en.html?aid=2410095&no_rooms=1&group_adults=2"
"N1 2 Apto Pequeño Habitación con baño privado a 120 metros de Plaza Batlle punto Central de la Ciudad","8080680","Artigas","https://www.booking.com/hotel/uy/n1-2-apto-pequeno-p-2-personas-centro-de-artigas.en.html?aid=2410095&no_rooms=1&group_adults=2"
"N1 4 Apto 2 ambientes Céntrico","9659401","Artigas","https://www.booking.com/hotel/uy/n1-4-apto-2-ambientes-centrico.en.html?aid=2410095&no_rooms=1&group_adults=2"
"N1-3 Apto Céntrico Pequeño Habitación C/ Aire Acondicionado P/4 Personas Baño Privado","8267710","Artigas","https://www.booking.com/hotel/uy/n1-3-apto-centrico-pequeno-habitacion-c-aire-acondicionado-p-4-personas-bano-pri.en.html?aid=2410095&no_rooms=1&group_adults=2"
"N4 1 Casa Céntrica Próxima al Puente Internacional de la Concordia","7862655","Artigas","https://www.booking.com/hotel/uy/casa-en-artigas-capacidad-5-personas.en.html?aid=2410095&no_rooms=1&group_adults=2"
"N4-2 Apto Pequeño Prox Puente Internacional","8417748","Artigas","https://www.booking.com/hotel/uy/apto-pequeno-prox-puente-internacional.en.html?aid=2410095&no_rooms=1&group_adults=2"
"N5 2 Apto Pequeño Céntrico","11405569","Montevideo","https://www.booking.com/hotel/uy/n5-2-apto-pequeno-centrico.en.html?aid=2410095&no_rooms=1&group_adults=2"
"N5-2 HABITACION PRIVADA CENTRICA","9428825","Montevideo","https://www.booking.com/hotel/uy/n5-2-habitacion-privada-centrica.en.html?aid=2410095&no_rooms=1&group_adults=2"
"N6-CASA CÉNTRICA 2 DORMITORIOS Con AIRE ACONDICIONADO","8258646","Artigas","https://www.booking.com/hotel/uy/casa-centrica-2-dormitorios-con-aire-acondicionado.en.html?aid=2410095&no_rooms=1&group_adults=2"
"N8 Casa 2 Dorm Zona Residencial Barrio Villa Lola Artigas","9434646","Artigas","https://www.booking.com/hotel/uy/n8-casa-2-dorm-zona-residencial-barrio-billa-lola-artigas.en.html?aid=2410095&no_rooms=1&group_adults=2"
"N9A Casa ideal para grupos de Viaje","11404107","Tupambaé","https://www.booking.com/hotel/uy/n9a-casa-ideal-para-grupos-de-viaje.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nairandey","10864174","Santa Isabel de La Pedrera","https://www.booking.com/hotel/uy/nairandey.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nalu","9244701","La paloma","https://www.booking.com/hotel/uy/nalu.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nandina, en el bosque y playa","11102516","La Pedrera","https://www.booking.com/hotel/uy/nandina-en-el-bosque-y-playa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nao Tem Fim","1365956","Punta Del Diablo","https://www.booking.com/hotel/uy/nao-tem-fim.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Narakan Cabo Polonio","11278319","Cabo Polonio","https://www.booking.com/hotel/uy/narakan-cabo-polonio.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Narbona Wine Lodge","901424","Carmelo","https://www.booking.com/hotel/uy/narbona-wine-lodge.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Natural Mistic","9461973","Punta del Diablo, naturalmistic","https://www.booking.com/hotel/uy/natural-mistic.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Naturaleza pura","5743432","La Riviera","https://www.booking.com/hotel/uy/naturaleza-pura-la-riviera.en.html?aid=2410095&no_rooms=1&group_adults=2"
"NATURALMENTE","8128095","Santa ana","https://www.booking.com/hotel/uy/naturalmente.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Naturamar Punta Colorada","9489864","Punta Colorada","https://www.booking.com/hotel/uy/naturamar-punta-colorada.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Naturamar Punta Colorada","9489883","Punta Colorada","https://www.booking.com/hotel/uy/naturamar-punta-colorada-punta-colorada.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nature Hostel","11370750","Barra de Valizas","https://www.booking.com/hotel/uy/nature-hostel.en.html?aid=2410095&no_rooms=1&group_adults=2"
"NEco apartamentos Naturistas Nudistas Parejas o mujeres solas","11013702","Chihuahua","https://www.booking.com/hotel/uy/neco.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Negrita Hostel","1434343","La Barra","https://www.booking.com/hotel/uy/negrita-hostel.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nelita Beach - La Juanita","4009251","José Ignacio","https://www.booking.com/hotel/uy/nelita-beach-la-juanita.en.html?aid=2410095&no_rooms=1&group_adults=2"
"New Arapey Hotel","245504","Montevideo","https://www.booking.com/hotel/uy/arapey-montevideo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Newen","7070547","Punta del Diablo","https://www.booking.com/hotel/uy/newen-punta-del-diablo1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"NewViejoBlanco","11281845","Punta del Diablo","https://www.booking.com/hotel/uy/newviejoblanco.en.html?aid=2410095&no_rooms=1&group_adults=2"
"NH Montevideo Columbia","248639","Montevideo","https://www.booking.com/hotel/uy/nh-columbia-montevideo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nicaragua 2100","10031615","Montevideo","https://www.booking.com/hotel/uy/nicaragua-2100.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nico","1959609","Punta Ballena","https://www.booking.com/hotel/uy/nico.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nio de Baixo","8131384","La Pedrera","https://www.booking.com/hotel/uy/nio-de-baixo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nirvana","11110710","La Barra","https://www.booking.com/hotel/uy/nirvana.en.html?aid=2410095&no_rooms=1&group_adults=2"
"NIRVANA, a pasos del mar","6025249","La Aguada","https://www.booking.com/hotel/uy/casa-la-tuya.en.html?aid=2410095&no_rooms=1&group_adults=2"
"No está disponible","11326029","La Pedrera","https://www.booking.com/hotel/uy/cabanas-la-pedre.en.html?aid=2410095&no_rooms=1&group_adults=2"
"No Estamos Locos","4444166","Punta Negra, Maldonado","https://www.booking.com/hotel/uy/no-estamos-locos.en.html?aid=2410095&no_rooms=1&group_adults=2"
"No RESERVAR CUENTA USURPADA","9475715","El Chorro","https://www.booking.com/hotel/uy/suyay-depto-monoambiente.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nobile Hotel Montoya","9180723","Punta del Este","https://www.booking.com/hotel/uy/nobile-montoya.en.html?aid=2410095&no_rooms=1&group_adults=2"
"NOGALES 1","11165421","Punta del Diablo","https://www.booking.com/hotel/uy/nogales-1-punta-del-diablo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nogales 2","11166144","Punta del Diablo","https://www.booking.com/hotel/uy/nogales-2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Norwood Eco Cabañas","4112050","Punta del Diablo","https://www.booking.com/hotel/uy/norwood-eco-cabanas-punta-del-diablo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"NOSSA","9455111","Las Toscas","https://www.booking.com/hotel/uy/nossa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nova Posada","7738525","Colonia del Sacramento","https://www.booking.com/hotel/uy/nova-posada-colonia-del-sacramento.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Novgorod","6086910","Aguas Dulces","https://www.booking.com/hotel/uy/novgorod.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nuestro Refugio","9902209","Ocean Park","https://www.booking.com/hotel/uy/nuestro-refugio.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nuestro rincón en San grgorio, a media cuadra de la playa","9295151","San Gregorio de Polanco","https://www.booking.com/hotel/uy/casa-a-1-2-cuadra-de-la-playa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nuestro sueño 2","11298085","Colonia del Sacramento","https://www.booking.com/hotel/uy/nuestro-sueno-2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nuestro Sueño Ocean Park","4214274","Ocean Park, Sauce de Portezuelo,","https://www.booking.com/hotel/uy/nuestro-sueno-ocean-park.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nuestros Nietos","7887372","Sauce de Portezuelo","https://www.booking.com/hotel/uy/nuestros-nietos.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nuevo Hotel","3057908","Rivera","https://www.booking.com/hotel/uy/nuevo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nuevo Hotel Aramaya","10699394","Centro","https://www.booking.com/hotel/uy/nuevo-aramaya.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nuevo y confortable apto con parrilla","11266656","Montevideo","https://www.booking.com/hotel/uy/nuevo-y-confortable-apto-con-parrilla.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Nuevos comienzos","11178756","Barra de Portezuelo","https://www.booking.com/hotel/uy/nuevos-comienzos.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oasis de Anaconda","11123031","La Paloma","https://www.booking.com/hotel/uy/oasis-de-anaconda.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oasis Hotel","10408909","Chuy","https://www.booking.com/hotel/uy/oasis-chuy1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ocean drive 2 full amenities","11420610","Maldonado","https://www.booking.com/hotel/uy/ocean-drive-2-full-amenities.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ocean Drive Apartamento en Punta del Este con los mejores amenities y servicios","8352659","Punta del Este","https://www.booking.com/hotel/uy/apartamento-en-punta-del-este-con-los-mejores-amenities-y-servicios.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ocean Drive by depptö","8341192","Punta del Este","https://www.booking.com/hotel/uy/ocean-drive-by-deppto.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ocean Drive Country - Punta del Este","8157177","Punta del Este","https://www.booking.com/hotel/uy/ocean-drive-country-punta-del-este-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ocean Drive Country apartamento con Amenities","9283491","Punta del Este","https://www.booking.com/hotel/uy/ocean-drive-country-apartamento-con-amenities.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ocean Drive Country piso 10","10722762","Punta del Este","https://www.booking.com/hotel/uy/ocean-drive-country-piso-10.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ocean Drive Country, Punta del Este - 2 amb de lujo","9288457","Punta del Este","https://www.booking.com/hotel/uy/apartamento-ocean-drive-country-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ocean Drive, 2 dorm y amenities","9718301","Punta del Este","https://www.booking.com/hotel/uy/ocean-drive-2-dorm-y-amenities.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ocean Paradise 1","6993349","Punta del Diablo","https://www.booking.com/hotel/uy/ocean-paradise.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ocean Paradise 2","6995342","Punta del Diablo","https://www.booking.com/hotel/uy/ocean-paradise-2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"ocean park - uruguay","11420148","Ocean Park","https://www.booking.com/hotel/uy/ocean-park-uruguay-ocean-park.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Bellagio Tower, piscina climatizada","9310746","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-bellagio-tower-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Bora Bora, con vistas a la ciudad","10312205","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-bora-bora.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Cruceros III, vista al mar","11111203","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-cruceros-iii-vista-al-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Esturion, frente a playa Brava","9755814","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-esturion.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Fontemar, vistas al mar","9270490","Punta del Este","https://www.booking.com/hotel/uy/alojamientos-en-fontemar-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites En Green Park","9260965","punta del este","https://www.booking.com/hotel/uy/alojamiento-en-green-park-solanas-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Isabel, frente a playa Mansa","10311526","Maldonado","https://www.booking.com/hotel/uy/oceana-suites-en-isabel-piscina-climatizada.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en L'Hirondelle, vista al mar","10223383","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-l-hirondelle-frente-al-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Lafayette, vistas al mar","9536022","Punta del Este","https://www.booking.com/hotel/uy/alojamiento-en-edificio-lafayette.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Lumiere, frente a playa Mansa","10626308","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-lumiere-frente-a-playa-mansa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Miami Beach, frente al mar","11330100","Punta del Este","https://www.booking.com/hotel/uy/oceana-suite-en-miami-beach.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Ocean Drive, vista al mar","10669722","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-ocean-drive-vista-al-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites En Palm Beach, en playa Brava","10252654","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-palm-beach-cerca-de-playa-brava.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Playa Brava, con vistas al mar","10312448","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-playa-brava.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Remanso, vista al puerto","9285363","Punta del Este","https://www.booking.com/hotel/uy/alojamientos-en-remanso-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en SeaPort, vista al mar","9477154","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-sea-port-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Terrazas del Faro, vista al mar","11027927","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-terrazas-del-faro.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites En The Point, a pasos de playa Brava","8884262","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-the-point-apartment.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Tio Tom, casa con piscina","10913435","Punta Ballena","https://www.booking.com/hotel/uy/oceana-suites-en-tio-tom-casa-con-piscina.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Torre Marina, vista al mar","9079274","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-torre-marina.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Vanguardia, vista al mar","9262543","punta del este","https://www.booking.com/hotel/uy/alojamiento-en-vanguardia-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceana Suites en Yoo, piscina climatizada","10790519","Punta del Este","https://www.booking.com/hotel/uy/oceana-suites-en-yoo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceanía de La Barra","11049692","Barra del Chuy","https://www.booking.com/hotel/uy/oceania-de-la-barra.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oceanica","9540624","Santa Isabel de La Pedrera","https://www.booking.com/hotel/uy/oceanica-santa-isabel-de-la-pedrera.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Octogono Om Shanti","3120118","Villa Serrana","https://www.booking.com/hotel/uy/octogono-om-shanti.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Odisea","1959491","Villa Serrana","https://www.booking.com/hotel/uy/odisea.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oh! de CASA","11302019","Maldonado","https://www.booking.com/hotel/uy/oh-de-casa-maldonado.en.html?aid=2410095&no_rooms=1&group_adults=2"
"OHANA","5526738","Punta del Diablo","https://www.booking.com/hotel/uy/ohana-punta-del-diablo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"OHANA -ALVORADA Barra chuy Brasil","8241995","Chuy","https://www.booking.com/hotel/uy/ohana-alvorada-barra-chuy-brasil.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ohana Punta Ballena","7845310","Punta Ballena","https://www.booking.com/hotel/uy/ohana-punta-ballena.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ohana2 Punta Ballena","8081769","Punta Ballena","https://www.booking.com/hotel/uy/ohana2-punta-ballena.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ojo de Sauce","11406377","Sauce de Portezuelo, Maldonado","https://www.booking.com/hotel/uy/ojo-de-sauce.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ojos de la Viuda","7756991","Punta del Diablo","https://www.booking.com/hotel/uy/ojos-de-la-viuda.en.html?aid=2410095&no_rooms=1&group_adults=2"
"OM","10462681","Canelones","https://www.booking.com/hotel/uy/om.en.html?aid=2410095&no_rooms=1&group_adults=2"
"OM","10462828","Maldonado","https://www.booking.com/hotel/uy/om-maldonado.en.html?aid=2410095&no_rooms=1&group_adults=2"
"ONE TRIP","10677598","Paysandú","https://www.booking.com/hotel/uy/one-trip-paysandu2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"ONIX BY GM RENTALS","5880391","Punta del Este","https://www.booking.com/hotel/uy/onix-by-gm-rentals.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Onix Punta del Este","9199836","Punta del Este","https://www.booking.com/hotel/uy/onixpunta.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oportunidad!! Hermosa casa con comodidades para el verano","8098563","Piriápolis","https://www.booking.com/hotel/uy/hermosa-casita-a-pocas-cuadras-de-la-playa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Opta Coliving Punta Carretas","7427518","Montevideo","https://www.booking.com/hotel/uy/opta-coliving-punta-carretas.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Ordeig 2223","10686537","Montevideo","https://www.booking.com/hotel/uy/ordeig-2223.en.html?aid=2410095&no_rooms=1&group_adults=2"
"ORILLAS DEL PLATA","10366781","Neptunia","https://www.booking.com/hotel/uy/orillas-del-plata.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Our Beach House in Club de Mar, José Ignacio","11196949","Faro de José Ignacio","https://www.booking.com/hotel/uy/our-beach-house-in-club-de-mar-jose-ignacio.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Own Montevideo","1618564","Montevideo","https://www.booking.com/hotel/uy/own-montevideo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oxford Hotel","303825","Montevideo","https://www.booking.com/hotel/uy/oxford.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Oxy","5605447","Punta del diablo","https://www.booking.com/hotel/uy/oxy.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Pa esperarte","11399375","Balneario Argentino","https://www.booking.com/hotel/uy/pa-esperarte-balneario-argentino.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Pablo","10006014","Colonia del Sacramento","https://www.booking.com/hotel/uy/pablo-colonia-del-sacramento.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palacio de la luna, casa única frente al mar","8592254","Cabo Polonio","https://www.booking.com/hotel/uy/palacio-de-la-luna-casa-unica-frente-al-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palafito","4459742","Aguas Dulces","https://www.booking.com/hotel/uy/palafito.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palalo","1692377","Punta Del Diablo","https://www.booking.com/hotel/uy/palalo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palapa Suite","5696644","Punta del Diablo, Rocha","https://www.booking.com/hotel/uy/palapa-loft.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palapas al mar","5656638","Punta del diablo - Rocha","https://www.booking.com/hotel/uy/palapas-al-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palladium Business Hotel","246797","Montevideo","https://www.booking.com/hotel/uy/palladium-business.en.html?aid=2410095&no_rooms=1&group_adults=2"
"PalletsSuites","7969114","Punta del Diablo","https://www.booking.com/hotel/uy/palletssuites.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palm Beach","3812606","Montevideo","https://www.booking.com/hotel/uy/palm-beach.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palm Beach Plaza Hotel","426087","Montevideo","https://www.booking.com/hotel/uy/palm-beach-plaza.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palmares Apart Termal","7402680","Paysandu","https://www.booking.com/hotel/uy/palmares-apart-termal.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palmas de la Pedrera maravillosa casa","2934441","Rocha","https://www.booking.com/hotel/uy/palmas-de-la-pedrera-casa-14.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palmas del Caribe","4526836","Punta del Diablo","https://www.booking.com/hotel/uy/palmas-del-caribe.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palmeras Beach Hotel","307452","Maldonado Punta del Este","https://www.booking.com/hotel/uy/chihuahua-resort.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Palmeras del Verdun","9066300","Punta del Este","https://www.booking.com/hotel/uy/palmeras-del-verdun.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Pancho Villa","4671923","Barra de Valizas","https://www.booking.com/hotel/uy/pancho-villa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Pancita","8042539","Punta del Diablo","https://www.booking.com/hotel/uy/pancita.en.html?aid=2410095&no_rooms=1&group_adults=2"
"panorama VIII","8189057","Punta del Este","https://www.booking.com/hotel/uy/panorama-viii-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Papillon House","11178798","Punta del Diablo","https://www.booking.com/hotel/uy/punta-del-diablo-a-4-cuadras-de-la-playa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Para disfrutar Punta del Este","9975690","Maldonado","https://www.booking.com/hotel/uy/para-disfrutar-punta-del-este-maldonado.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Para pasar bien!","5564267","Maldonado","https://www.booking.com/hotel/uy/para-pasar-bien.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Para un poquito oasis","9554667","Barra de valizas Rocha","https://www.booking.com/hotel/uy/para-un-poquito-oasis-barra-de-valizas-rocha.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Para un poquito relax","9587873","Barra de Valizas","https://www.booking.com/hotel/uy/para-un-poquito-relax-barra-de-valizas.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Parada 3","10826002","Punta del Este","https://www.booking.com/hotel/uy/parada-3.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Parada 4 Brava 1ra Linea playa - Todos los servicios - Edificio Estrella de Mar","10628504","Punta del Este","https://www.booking.com/hotel/uy/parada-4-brava-1a-linea-playa-todos-los-servicios-edificio-estrella-de-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Paradise Complejo Turístico","315329","Atlántida","https://www.booking.com/hotel/uy/paradise-complejo-turastico.en.html?aid=2410095&no_rooms=1&group_adults=2"
"paraiso","4489589","Chuy","https://www.booking.com/hotel/uy/paraiso-chuy.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Paraiso","11277526","Pinamar","https://www.booking.com/hotel/uy/paraiso-pinamar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Paraíso Serrano","7934312","Minas","https://www.booking.com/hotel/uy/paraiso-serrano-minas.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Park Hotel","368683","Punta del Este","https://www.booking.com/hotel/uy/sisai-boutique.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Parque Hotel Jean Clevers","622702","Punta del Este","https://www.booking.com/hotel/uy/parque-jean-clevers.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Parque Villa Biarritz","9565725","Montevideo","https://www.booking.com/hotel/uy/parque-villa-biarritz.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Parquemar Center 2, Torre D, Apartamento 1302","5539595","MALDONADO","https://www.booking.com/hotel/uy/parquemar-center-2-torre-d-apartamento-1302.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Parquemar Center Apartment","2120600","Punta del Este","https://www.booking.com/hotel/uy/parquemar-center-apartment.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Parquemar Center I","1560691","Punta del Este","https://www.booking.com/hotel/uy/parquemar-center-i.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Parquemar Center PRIMERA LINEA FRENTE AL MAR Piso 8 LOS DEDOS Garage y amenities","4610847","Punta del Este","https://www.booking.com/hotel/uy/edificio-parquemar-center-frente-al-mar-piso-8-los-dedos-garage-y-amenities.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Parquemar R","3248749","malonado","https://www.booking.com/hotel/uy/parquemar-r-malonado.en.html?aid=2410095&no_rooms=1&group_adults=2"
