hotel,price,score,avg review,reviews count,image_links,hotel_url,popular_facilities,city,country,description
QinLing en playa hermosa y playa verde,US$70,"8,9",Fabuloso,17,https://cf.bstatic.com/xdata/images/hotel/max1024x768/235087943.webp?k=c5e9b72e5657c5045d21d8016da5785b8e8f15f8e2ddf046b09c6d0e72e28ffc&o=,https://www.booking.com/hotel/uy/qinling.es.html?aid=2410095,"Zona de comedor, Entretenimiento nocturno, Masaje de pies, Toallas, Masaje de cabeza, Barbacoa, Baño privado, Escritorio, Terraza, Toallas / sábanas (por un suplemento), Habitaciones familiares, Zona de cocina, Nevera, Fogones, Utensilios de planchado, Alquiler de bicicletas, Recepción 24 horas, Vistas al mar, Teléfono, Mosquitera, Pesca, Microondas, Mesa de comedor, Entrada privada, Club infantil, Papel higiénico, Ventilador, TV, Servicio de limpieza diario, Tendedero, Vestidor, Balcón, Plancha para ropa, Ropa de cama, Windsurf, Baño compartido, Masajes, Información turística, Vistas a un lugar de interés, Vistas a un patio interior, Horno, Discoteca / DJ, Masaje de espalda, Barandillas de seguridad para bebés, Masaje en pareja, Bañera o ducha, Playa, Zona de pícnic, Armario, Masaje de cuello, Vistas al jardín, Juegos de mesa / puzles, Productos de limpieza, Calefacción, Español, Suelo de madera o parquet, Mobiliario exterior, Sofá cama, Cámaras de seguridad en las zonas comunitarias, Zona TV / salón de uso compartido, Tostadora, Casino, Zona de comedor exterior, Vistas a la montaña, Servicio de entrega de comestibles, Terraza / solárium, Bidet, Chimenea, Hebreo, Ducha, Sofá, Protector de enchufes para niños, Perchero, Artículos de aseo gratis, Suelo de baldosa / mármol, Reproductor de CD, Inglés, Independiente, Zona de estar, Vistas a la ciudad, Parking gratis, Senderismo, Patio, Extintores, Masaje corporal completo, Utensilios de cocina, Equitación, Habitaciones sin humo, Cocina, Acceso a pisos superiores solo mediante escaleras, Lavadora, Reproductor de DVD, Jardín, Vistas, Enchufe cerca de la cama, WiFi gratis, Cafetera, Tetera / cafetera, Baño al aire libre, Radio, Masaje de manos, Habitaciones comunicadas disponibles",Maldonado,Uruguay,"QinLing en playa hermosa y playa verde, que tiene una terraza con vistas a la ciudad, casino y zona de barbacoa, se encuentra en Playa Hermosa, cerca de Playa Hermosa y a 2,5 km de Playa Grande. Este chalet de montaña dispone de parking privado gratis, club infantil y wifi gratis.

El chalet de montaña, que dispone de reproductor de DVD, tiene una cocina con nevera, horno y microondas, una sala de estar con zona de estar y zona de comedor, 2 dormitorios y 1 baño con bidet y ducha. El alojamiento también ofrece TV y 1 baño con artículos de aseo gratuitos.

En recepción se habla inglés, español y hebreo, y el personal estará encantado de ayudar en cualquier momento.

Después de un día de senderismo, windsurf o pesca, la clientela puede relajarse en el jardín o el salón de uso común.

Estación de autobús de Punta del Este está a 46 km del alojamiento, y The Fingers beach está a 46 km. El aeropuerto (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 24 km."
QinLing en playa hermosa y playa verde,US$70,"8,9",Fabuloso,17,https://cf.bstatic.com/xdata/images/hotel/max1024x768/235087943.webp?k=c5e9b72e5657c5045d21d8016da5785b8e8f15f8e2ddf046b09c6d0e72e28ffc&o=,https://www.booking.com/hotel/uy/qinling.es.html?aid=2410095,"Zona de comedor, Entretenimiento nocturno, Masaje de pies, Toallas, Masaje de cabeza, Barbacoa, Baño privado, Escritorio, Terraza, Toallas / sábanas (por un suplemento), Habitaciones familiares, Zona de cocina, Nevera, Fogones, Utensilios de planchado, Alquiler de bicicletas, Recepción 24 horas, Vistas al mar, Teléfono, Mosquitera, Pesca, Microondas, Mesa de comedor, Entrada privada, Club infantil, Papel higiénico, Ventilador, TV, Servicio de limpieza diario, Tendedero, Vestidor, Balcón, Plancha para ropa, Ropa de cama, Windsurf, Baño compartido, Masajes, Información turística, Vistas a un lugar de interés, Vistas a un patio interior, Horno, Discoteca / DJ, Masaje de espalda, Barandillas de seguridad para bebés, Masaje en pareja, Bañera o ducha, Playa, Zona de pícnic, Armario, Masaje de cuello, Vistas al jardín, Juegos de mesa / puzles, Productos de limpieza, Calefacción, Español, Suelo de madera o parquet, Mobiliario exterior, Sofá cama, Cámaras de seguridad en las zonas comunitarias, Zona TV / salón de uso compartido, Tostadora, Casino, Zona de comedor exterior, Vistas a la montaña, Servicio de entrega de comestibles, Terraza / solárium, Bidet, Chimenea, Hebreo, Ducha, Sofá, Protector de enchufes para niños, Perchero, Artículos de aseo gratis, Suelo de baldosa / mármol, Reproductor de CD, Inglés, Independiente, Zona de estar, Vistas a la ciudad, Parking gratis, Senderismo, Patio, Extintores, Masaje corporal completo, Utensilios de cocina, Equitación, Habitaciones sin humo, Cocina, Acceso a pisos superiores solo mediante escaleras, Lavadora, Reproductor de DVD, Jardín, Vistas, Enchufe cerca de la cama, WiFi gratis, Cafetera, Tetera / cafetera, Baño al aire libre, Radio, Masaje de manos, Habitaciones comunicadas disponibles",Maldonado,Uruguay,"QinLing en playa hermosa y playa verde, que tiene una terraza con vistas a la ciudad, casino y zona de barbacoa, se encuentra en Playa Hermosa, cerca de Playa Hermosa y a 2,5 km de Playa Grande. Este chalet de montaña dispone de parking privado gratis, club infantil y wifi gratis.

El chalet de montaña, que dispone de reproductor de DVD, tiene una cocina con nevera, horno y microondas, una sala de estar con zona de estar y zona de comedor, 2 dormitorios y 1 baño con bidet y ducha. El alojamiento también ofrece TV y 1 baño con artículos de aseo gratuitos.

En recepción se habla inglés, español y hebreo, y el personal estará encantado de ayudar en cualquier momento.

Después de un día de senderismo, windsurf o pesca, la clientela puede relajarse en el jardín o el salón de uso común.

Estación de autobús de Punta del Este está a 46 km del alojamiento, y The Fingers beach está a 46 km. El aeropuerto (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 24 km."
La Posada De Gogg Apartamentos,US$98,"8,2",Muy bien,8,https://cf.bstatic.com/xdata/images/hotel/max1024x768/393027580.webp?k=bbe6686d3a944369fed3f288b0bfafd360fc6811767a937a9f6138960c3d8ab1&o=,https://www.booking.com/hotel/uy/la-posada-de-gogg.es.html?aid=2410095,"Sofá cama, Parking adaptado para personas de movilidad reducida, TV, Baño privado, Parking gratis, Tendedero, Bidet, Balcón, Terraza, Habitaciones familiares, Zona de cocina, Habitaciones sin humo, Cocina, Jardín, Perchero, Apartamento privado en edificio, Vistas, WiFi gratis, Bañera o ducha, Zona de pícnic, Vistas al jardín, Español",Maldonado,Uruguay,"La Posada De Gogg Apartamentos se encuentra en Bella Vista, en la región de Maldonado, cerca de Playa Bella Vista y Playa de Las Flores. Ofrece alojamiento con wifi gratis y parking privado gratis.

Cada unidad cuenta con terraza con vistas al jardín, TV, cocina bien equipada y baño privado con bidet.

Se puede disfrutar de un momento de relax en el jardín del alojamiento.

Estación de autobús de Punta del Este está a 49 km del alojamiento, y Feria Artesanal está a 50 km. El aeropuerto más cercano (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 28 km del alojamiento."
Hotel Concorde,US$111,"8,5",Muy bien,1.072,https://cf.bstatic.com/xdata/images/hotel/max1024x768/65127465.webp?k=a336f71a05c59cc6cb023e5b79be2dbb472b7cb7520be7d91a56d8d8c6777f8c&o=,https://www.booking.com/hotel/uy/concorde.es.html?aid=2410095,"Servicio de traslado, Minibar, Cámaras de seguridad en las zonas comunitarias, Abierta todo el año, Toallas, Zona TV / salón de uso compartido, Canales por cable, Barbacoa, WC, Centro de negocios, Sauna, Papel higiénico, Buen desayuno, TV, Aseo adicional, Baño privado, Español, Tumbonas/sillas de playa, Servicio de limpieza diario, Secador de pelo, Parking gratis, TV de pantalla plana, Servicio de planchado, Aire acondicionado, Sombrillas, Bañera de hidromasaje / jacuzzi, Terraza / solárium, Servicio de limpieza en seco, Bidet, Zona poco profunda, Caja fuerte, Gimnasio, Ropa de cama, Terraza, Información turística, Ducha, Guardaequipaje, Habitaciones familiares, Seguridad 24 horas, Piscina pequeña, Piscina al aire libre, Habitaciones sin humo, Servicio de lavandería, Cámaras de seguridad fuera del alojamiento, Portugués, Habitaciones hipoalergénicas, Toallas de playa/piscina, Sala de juegos, Jardín, Zona de fumadores, Perchero, Artículos de aseo gratis, Enchufe cerca de la cama, WiFi gratis, Bañera o ducha, Suelo de baldosa / mármol, Baños públicos, Baño al aire libre, Salas de reuniones / banquetes, Recepción 24 horas, Teléfono, Calefacción, Fax / fotocopiadora, Prohibido fumar en todo el alojamiento, Inglés, Mobiliario exterior",Maldonado,Uruguay,"El Hotel Concorde es un establecimiento de lujo situado en la zona turística de Punta del Este, a 200 metros de Playa de Los Ingleses, y equipado con piscina exterior, solárium y servicio de masajes.

El Hotel Concorde cuenta con centro de fitness bien equipado, sauna y restaurante. Alberga el restaurante mirador ""La Vista"" que ofrece vistas panorámicas de 360º. El hotel también dispone de un mostrador de información turística que le proporcionará datos sobre excursiones por la ciudad.

Además, el Concorde Hotel ofrece aparcamiento privado gratuito y servicio de alquiler de coches. El aeropuerto de Jaquel está a 6 minutos en coche.

Las habitaciones disponen de aire acondicionado, TV por cable y minibar. Algunas habitaciones del Concorde Hotel incluyen cocina y un balcón con vistas a los pintorescos jardines o al océano Atlántico."
Hotel Dollar,US$104,"8,6",Fabuloso,581,https://cf.bstatic.com/xdata/images/hotel/max1024x768/122656113.webp?k=e48098d827b54e3f15be572f77769200884a2d1f3f129e325487d3702f16d138&o=,https://www.booking.com/hotel/uy/dollar.es.html?aid=2410095,"Minibar, Zona TV / salón de uso compartido, Canales por cable, WC, Papel higiénico, Ventilador, Zona de estar, TV, Baño privado, Español, Snack-bar, Servicio de limpieza diario, TV de pantalla plana, Parking gratis, Servicio de planchado, Aire acondicionado, Alquiler de coches, Sombrillas, Terraza / solárium, Extintores, Servicio de habitaciones, Proporciona factura, Bidet, Servicio de limpieza en seco, Caja fuerte, Canales vía satélite, Terraza, Detectores de humo, Información turística, Ducha, Habitaciones familiares, Desayuno fabuloso, Mosquitera, Servicio de lavandería, Bar, Zona de fumadores, Nevera, Servicio de conserjería, Ascensor, Perchero, Vistas, Enchufe cerca de la cama, WiFi gratis, Desayuno en la habitación, Playa, Alquiler de bicicletas, Recepción 24 horas, Teléfono, Juegos de mesa / puzles, Llave de acceso, Fax / fotocopiadora, Inglés, Mobiliario exterior",Maldonado,Uruguay,"Este establecimiento está situado en Punta del Este, a 150 metros de la playa Brava. Ofrece conexión Wi-Fi gratuita, un desayuno continental y terraza con vistas panorámicas.

Las habitaciones del Hotel Dollar disponen de baño privado con ducha, caja fuerte, aire acondicionado y TV por cable. Algunas incluyen balcón o patio. Hay servicio de habitaciones.

Por las mañanas se sirve un desayuno continental.

La recepción del Hotel Dollar está abierta las 24 horas y ofrece servicios de lavandería, limpieza en seco y planchado. También hay un mostrador de información turística con servicio de alquiler de coches y bicicletas, así como una cafetería abierta las 24 horas.

El establecimiento está a 1 km del centro comercial Avenida Gorlero y a 500 metros de la terminal de autobuses de Punta del Este y del casino Conrad. El aeropuerto de Laguna del Sauce está a 18 km. En las inmediaciones hay aparcamiento gratuito."
Casa Suaya,US$450,"8,7",Fabuloso,110,https://cf.bstatic.com/xdata/images/hotel/max1024x768/39958796.webp?k=145f1d75c9cbec58b49f0bb481dcec31b96b22466c5f6ff311c0a809462d5a17&o=,https://www.booking.com/hotel/uy/casa-suaya.es.html?aid=2410095,"Servicio de traslado, Abierta todo el año, Toallas, Barbacoa, Menú para niños, 3 piscinas, Baño privado, Piscina infinita, Servicio de habitaciones, Adecuada para niños, Plancha para pantalones, Terraza, Habitaciones familiares, Portugués, Salas de reuniones / banquetes, Alquiler de bicicletas, Recepción 24 horas, Hervidor eléctrico, Teléfono, Llave de acceso, Pesca, Menús para dietas especiales (bajo petición), Canales por cable, Papel higiénico, Secadora de ropa, TV, Snack-bar, Piscina climatizada, Servicio de limpieza diario, TV de pantalla plana, Balcón, Para todas las edades, Ropa de cama, Windsurf, Información turística, Masajes, Tours en bici, Bar, Traslado aeropuerto, Bañera o ducha, Registro de entrada / salida privado, Armario, Calefacción, Juegos de mesa / puzles, Tetera/cafetera en todas las habitaciones, Español, Suelo de madera o parquet, Mobiliario exterior, Vino / champán, Sombrillas, Terraza / solárium, Restaurante, Servicio de limpieza en seco, Piscina infantil, Ducha, Piscina pequeña, Toallas de playa/piscina, Ciclismo, Perchero, Artículos de aseo gratis, Parking en la calle, Canguro / servicios para niños, Inglés, Minibar, WC, Tumbonas/sillas de playa, Secador de pelo, Servicio de planchado, Parking gratis, Aire acondicionado, Senderismo, Extintores, Registro de entrada y salida exprés, Zona poco profunda, Caja fuerte, Canales vía satélite, Masaje corporal completo, Servicio de despertador, Guardaequipaje, Equitación, Servicio de lavandería, Jardín, Servicio de conserjería, Piscina con vistas, Enchufe cerca de la cama, WiFi gratis, Tetera / cafetera, Equipamiento de juegos para exterior",Maldonado,Uruguay,"Muy elegante y con acceso directo a la playa de José Ignacio, la Casa Suaya ofrece apartamentos elegantes tipo loft y chalés privados. También ofrece masajes y una piscina (ambos al aire libre).

El alojamiento en la Casa Suaya, amplio y con muebles modernos, tiene chimenea de mampostería, zona de cocina, TV de pantalla de plasma y vía satélite y reproductor de DVD. Algunas disponen de terraza privada con vistas panorámicas al océano.

Con conexión Wi-Fi gratuita en todo el hotel, la Casa Suaya ofrece actividades al aire libre como paseos a caballo, windsurf y senderismo.

El restaurante del hotel ofrece platos uruguayos cocinados en horno de leña. Todos los días se sirve un desayuno bufé a base de fruta fresca, zumos y panecillos caseros.

El Suaya Hotel, que también ofrece aparcamiento gratuito, está a 29 km del aeropuerto de El Jaquel y a 20 minutos en coche del centro de Punta del Este."
Punta del Este Shelton Hotel,US$70,"8,2",Muy bien,1.806,https://cf.bstatic.com/xdata/images/hotel/max1024x768/27581298.webp?k=7deb93f4b3c08b836392721f027938fda9ca16fda902de738e36358003c4c99d&o=,https://www.booking.com/hotel/uy/shelton.es.html?aid=2410095,"Servicio de traslado, Minibar, Cámaras de seguridad en las zonas comunitarias, Toallas, Zona TV / salón de uso compartido, Vino / champán, Canales por cable, WC, Papel higiénico, Ventilador, Cambio de moneda, Servicio de despertador / alarma, TV, Aseo adicional, Baño privado, Español, Tumbonas/sillas de playa, Teléfono, Servicio de limpieza diario, Secador de pelo, TV de pantalla plana, Servicio de planchado, Servicio de entrega de comestibles, Aire acondicionado, Insonorización, Alquiler de coches, Extintores, Accesible para personas sordas, Servicio de habitaciones, Proporciona factura, Servicio de limpieza en seco, Acceso a pisos superiores en ascensor, Caja fuerte, Ropa de cama, Situado frente a la playa, Canales vía satélite, Inglés, Detectores de humo, Información turística, Servicio de despertador, Ducha, Guardaequipaje, Habitaciones familiares, Alarma de seguridad, Seguridad 24 horas, Sombrillas, Habitaciones sin humo, Servicio de lavandería, Cámaras de seguridad fuera del alojamiento, Portugués, Habitaciones hipoalergénicas, Zona de fumadores, Protector de enchufes para niños, Nevera, Servicio de conserjería, Ascensor, Hipoalergénico, Traslado aeropuerto, Enchufe cerca de la cama, WiFi gratis, Bañera o ducha, Habitaciones insonorizadas, Playa, Alquiler de bicicletas, Recepción 24 horas, Armario, Calefacción, Llave de acceso, Fax / fotocopiadora, Prohibido fumar en todo el alojamiento, Suelo de madera o parquet, Mobiliario exterior",Maldonado,Uruguay,"El Punta del Este Shelton Hotel está en Punta del Este y ofrece alojamiento con buena relación calidad precio y WiFi gratuita. Ofrece servicio de lavandería y consigna de equipaje. Se ofrece servicio de alquiler de coches. La parada de autobuses de Punta del Este está a 100 metros.

Las habitaciones cuentan con aire acondicionado, así como con TV LED por cable. Algunas habitaciones incluyen minibar. Todas las habitaciones cuentan con baño privado.

El personal del Punta del Este Shelton Hotel organiza excursiones al aire libre y tours por la ciudad. La recepción abre las 24 horas.

El Punta del Este Shelton Hotel está a 100 metros de la playa. El Casino Nogaro está a 30 metros."
Posada Arenas de José Ignacio,US$198,"9,2",Fantástico,111,https://cf.bstatic.com/xdata/images/hotel/max1024x768/57020119.webp?k=cbcd33a387b12def33b5256ec7f539ace968c18fa3919e82ee2bee8efa7ad6ab&o=,https://www.booking.com/hotel/uy/posada-arenas-de-josa-c-ignacio.es.html?aid=2410095,"Servicio de traslado, Abierta todo el año, Toallas, Barbacoa, Horario de apertura, Baño privado, Piscina infinita, Servicio de habitaciones, Terraza, Detectores de humo, Portugués, Zona de fumadores, Desayuno en la habitación, Cafetería en el alojamiento, Alquiler de bicicletas, Mosquitera, Desayuno, Papel higiénico, Snack-bar, Servicio de limpieza diario, Balcón, Para todas las edades, Ropa de cama, Información turística, Masajes, Piscina al aire libre, Bar, Chimenea exterior, Traslado aeropuerto, Bañera o ducha, Registro de entrada / salida privado, Zona de pícnic, Vistas al jardín, Calefacción, Juegos de mesa / puzles, Español, Fax / fotocopiadora, Mobiliario exterior, Vistas a la piscina, Vino / champán, Sombrillas, Bañera de hidromasaje / jacuzzi, Restaurante, Bidet, Ducha, Toallas de playa/piscina, Ciclismo, Sofá, Artículos de aseo gratis, Suelo de baldosa / mármol, Parking en la calle, Canguro / servicios para niños, Inglés, Minibar, WC, Zona de estar, Tumbonas/sillas de playa, Secador de pelo, Aire acondicionado, Parking gratis, Alquiler de coches, Patio, Extintores, Registro de entrada y salida exprés, Zona poco profunda, Caja fuerte, Guardaequipaje, Habitaciones sin humo, Cámaras de seguridad fuera del alojamiento, Fruta, Jardín, Albornoz, Piscina con vistas, Vistas, Enchufe cerca de la cama, WiFi gratis, Equipamiento de juegos para exterior",Maldonado,Uruguay,"La Posada Arenas de José Ignacio está situada a 150 metros de la playa y cuenta con una piscina y un jardín rodeado de árboles.

Las habitaciones de la Posada Arenas de José Ignacio disponen de baño privado, aire acondicionado, minibar y zona de estar. Algunas incluyen bañera de hidromasaje o ducha irlandesa.

Hay conexión WiFi gratuita en todo el hotel y se ofrecen masajes y bicicletas bajo petición.

La Posada Arenas está a 2 km de la localidad de José Ignacio, a 30 km de la localidad de Punta del Este y a 70 km de la laguna del Sauce. Se facilita aparcamiento privado gratuito."
Punta del Este San Marcos Eco Hotel,US$85,"7,4",Bien,457,https://cf.bstatic.com/xdata/images/hotel/max1024x768/324491520.webp?k=ba10bc335130bbfff99cc35b86d3f47f9271b43d061110fd746b446f19de6642&o=,https://www.booking.com/hotel/uy/san-marcos-punta-del-este.es.html?aid=2410095,"Toallas, Desayuno, Canales por cable, Papel higiénico, TV, Baño privado, Servicio de limpieza diario, TV de pantalla plana, Alquiler de coches, Servicio de planchado, Aire acondicionado, Terraza / solárium, Extintores, De temporada, Ropa de cama, Situado frente a la playa, Terraza, Servicio de despertador, Piscina al aire libre, Habitaciones sin humo, Servicio de lavandería, Jardín, WiFi gratis, Máquina expendedora (bebidas), Playa, Campo de golf (a menos de 3 km), Español, Prohibido fumar en todo el alojamiento, Galerías de arte temporales",Maldonado,Uruguay,"El Punta del Este San Marcos Eco Hotel está en Punta del Este y ofrece vistas a la playa Brava, piscina exterior de temporada y solárium. Además, cuenta con restaurante y un gran jardín y proporciona WiFi gratis.

Las habitaciones del BW Punta del Este San Marcos tienen TV por cable y baño con ducha y secador de pelo. Algunas disponen de balcón, zona de estar y baño con bañera de hidromasaje.

La recepción está abierta las 24 horas. En la zona se pueden practicar varias actividades, como golf y ciclismo. Se presta servicio de alquiler de coches.

El Punta del Este San Marcos Eco Hotel se encuentra a 3,2 km de la playa de Los Dedos y a 1,6 km del centro comercial. El aeropuerto internacional Capitán Carlos A. Curbelo, situado a 19 km del Punta del Este San Marcos Eco Hotel, es el más cercano."
Posada Azul Marino,US$200,"8,7",Fabuloso,82,https://cf.bstatic.com/xdata/images/hotel/max1024x768/269755993.webp?k=b16e22aa920f49fa4c8401062f8b5680d1aad4d67f1c933c6b7d0a8c2948d705&o=,https://www.booking.com/hotel/uy/posada-azul-marino-jose-ignacio.es.html?aid=2410095,"Minibar, Cámaras de seguridad en las zonas comunitarias, Toallas, Entrada privada, Zona TV / salón de uso compartido, Vino / champán, WC, Solárium, Hervidor eléctrico, Papel higiénico, Baño privado, Snack-bar, Desayuno fantástico, Teléfono, Secador de pelo, Aire acondicionado, Parking gratis, Terraza / solárium, Extintores, Servicio de habitaciones, Proporciona factura, Bidet, Balcón, De temporada, Solo para adultos, Caja fuerte, Ropa de cama, Terraza, Información turística, Ducha, Piscina al aire libre, Habitaciones sin humo, Cámaras de seguridad fuera del alojamiento, Acceso a pisos superiores solo mediante escaleras, Bar, Portugués, Fruta, Jardín, Zona de fumadores, Servicio de conserjería, Perchero, Artículos de aseo gratis, Vistas, WiFi gratis, Bañera o ducha, Enchufe cerca de la cama, Desayuno en la habitación, Piscina de agua salada, Italiano, Vistas al jardín, Parking en la calle, Calefacción, Llave de acceso, Español, Inglés, Mobiliario exterior",Maldonado,Uruguay,"La Posada Azul Marino ofrece suites exclusivas rodeadas de amplios jardines tropicales, a solo 5 minutos en coche de José Ignacio y a 15 minutos en coche de la moderna Punta del Este.

Las habitaciones de la Posada Azul Marino tienen amplias terrazas privadas con vistas parciales al mar y al faro de José Ignacio. Todas cuentan con aire acondicionado, minibar, cama grande o extragrande y conexión WiFi gratuita.

El Azul Marino Posada cuenta con piscina al aire libre y solárium elegante. La laguna Garzón está a 5 km.

El bar del hotel ofrece cócteles y vinos exóticos. Todos los días se sirve un desayuno continental con fruta, zumos naturales y bollería.

La Posada Azul Marino se encuentra a 300 metros de la ruta 10 y a solo 40 km del aeropuerto de Laguna del Sauce. Hay aparcamiento gratuito."
m a r ė a,US$220,"9,1",Fantástico,52,https://cf.bstatic.com/xdata/images/hotel/max1024x768/497549257.webp?k=dcd3916c484dd124ef56225f29a5d5344be7de087c0b3f98815911e776be3b96&o=,https://www.booking.com/hotel/uy/marea.es.html?aid=2410095,"Toallas, Papel higiénico, TV, Baño privado, Servicio de streaming (como Netflix), Tumbonas/sillas de playa, Secador de pelo, TV de pantalla plana, Parking gratis, Servicio de limpieza diario, Aire acondicionado, Sombrillas, Servicio de habitaciones, De temporada, Balcón, Solo para adultos, Zona poco profunda, Terraza, Ducha, Piscina pequeña, Piscina al aire libre, Habitaciones sin humo, Artículos de aseo gratis, Vistas, WiFi gratis, Playa, Hervidor eléctrico, Parking en la calle, Español, Prohibido fumar en todo el alojamiento",Maldonado,Uruguay,"M a r ė a se encuentra en José Ignacio, a 3 min a pie de Playa Brava, y ofrece piscina de temporada al aire libre, habitaciones libres de humo, wifi gratis y terraza. El alojamiento está a unos 5 min a pie de Playa Mansa, a 34 km de Estación de autobús de Punta del Este y a 35 km de The Fingers beach. Feria Artesanal está a 35 km de la posada u hostería y Puerto de Punta del Este, a 36 km.

En la posada u hostería, todas las habitaciones tienen balcón. El baño privado está equipado con ducha, artículos de aseo gratuitos y secador de pelo. En m a r ė a, todas las habitaciones están equipadas con aire acondicionado y TV de pantalla plana.

Isla Gorriti está a 36 km del alojamiento, y Museo Ralli está a 33 km. El aeropuerto más cercano (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 49 km del alojamiento."
Mi Capricho,US$120,"9,7",Excepcional,11,https://cf.bstatic.com/xdata/images/hotel/max1024x768/124058479.webp?k=1f809108a97d3c294cfcf772a90632cd7d08f53291602c08daa3ab7d4e0dd835&o=,https://www.booking.com/hotel/uy/mi-capricho.es.html?aid=2410095,"Zona de comedor, Sofá cama, Pesca, Independiente, Toallas, Microondas, Mesa de comedor, Entrada privada, Canales por cable, Parking adaptado para personas de movilidad reducida, Tostadora, Parking en un garaje, Baño adicional, Armario, Papel higiénico, Cambio de moneda, Zona de estar, Cocina compartida, TV, Baño privado, Español, Aire acondicionado, TV de pantalla plana, Parking gratis, Bañera de hidromasaje / jacuzzi, Servicio de entrega de comestibles, Vistas al jardín, Senderismo, Patio, Bidet, Balcón, Plancha para ropa, Ropa de cama, Plancha para pantalones, Windsurf, Toallas / sábanas (por un suplemento), Utensilios de cocina, Información turística, Ducha, Habitaciones familiares, Zona de cocina, Alarma de seguridad, Habitaciones sin humo, Vistas a un patio interior, Cocina, Acceso a pisos superiores solo mediante escaleras, Horno, Habitaciones hipoalergénicas, Lavadora, Bañera de hidromasaje, Sofá, Jardín, Nevera, Protector de enchufes para niños, Perchero, Hipoalergénico, Artículos de aseo gratis, Fogones, WiFi gratis, Cafetera, Bañera o ducha, Enchufe cerca de la cama, Suelo de baldosa / mármol, Tetera / cafetera, Vistas, Playa, Campo de golf (a menos de 3 km), Hervidor eléctrico, Calefacción, Productos de limpieza, Mosquitera, Galerías de arte temporales, Mobiliario exterior",Maldonado,Uruguay,"Mi Capricho se encuentra a menos de 1 km de Playa Balneario Buenos Aires y dispone de alojamiento en Barra de Maldonado con acceso a una bañera de hidromasaje. Esta casa o chalet ofrece parking privado gratis, cocina compartida y wifi gratis.

Esta casa o chalet con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bidet y ducha. Hay toallas y ropa de cama en la casa o chalet.

Se puede practicar windsurf o pesca, o disfrutar de un momento de relax en el jardín.

Playa de San Vicente está a 2,4 km del alojamiento, y Estación de autobús de Punta del Este está a 19 km. El aeropuerto más cercano (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 33 km del alojamiento."
